brand_name,pants_description,price,MRP,discount_percent,ratings,number_of_ratings
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,759,1899,0.6,4,63
AMERICAN EAGLE OUTFITTERS,Men Light Fade Jeans,2499,4999,0.5,4,63
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,63
LINARIA,Men Cotton Cargos Jeans,487,1299,8.12,4,63
WAIMEA,Highly Distress Bootcut Jeans,3499,6999,0.5,4,63
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
U.S. Polo Assn. Denim Co.,Men Slim Fit Jeans,1478,2899,0.49,4.3,264
WROGN,Men Relaxed Fit Mid-Rise Jeans,1539,2799,0.45,4.3,264
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1539,2799,0.45,4.3,264
Tommy Hilfiger,Mid-Rise Stretchable Jeans,3499,6999,0.5,4.3,264
StyleCast x Revolte,Men Mid-Rise Skinny Fit Jeans,1566,2849,0.45,2.6,14
Calvin Klein Jeans,Men Slim Fit Jeans,1566,2849,0.45,2.6,14
U.S. Polo Assn. Denim Co.,Men Regallo Skinny Fit Jeans,1549,2499,0.38,2.6,14
COMFITS,Men Boyfriend Fit Jeans,469,1299,8.3,2.9,12
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
Louis Philippe Jeans,Men Regular Fit Jeans,3470,3899,0.11,4.2,130
LINARIA,Men Straight Fit Jeans,468,1299,8.31,4.2,130
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130
DILLINGER,Men Relaxed Fit Jeans,1249,4999,0.75,4.2,29
Louis Philippe Jeans,Men Slim Fit Mid-Rise Jeans,3559,3999,0.11,4.2,29
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,3559,3999,0.11,4.2,29
Pepe Jeans,Men Skinny Fit Cropped Jeans,2759,4599,0.4,4.2,29
SPYKAR,Men Mid-Rise Jeans,2199,5499,0.6,4.2,29
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
Flying Machine,Men Relaxed Fit Cotton Jeans,1402,2299,0.39,3.9,31
John Pride,Plus Size Men Mid-Rise Jeans,3419,3799,0.1,3.9,31
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31
SHOWOFFFF,Men Mid-Rise Jeans,3439,8598,0.6,3.9,31
Roadster,Men Straight Fit Jeans,3439,8598,0.6,3.9,31
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
John Pride,Plus Size Regular Fit Jeans,3419,3799,0.1,4.1,25
SPYKAR,Men Slim Fit Cotton Jeans,1169,3899,0.7,4.2,15
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
LINARIA,Relaxed Fit Stretchable Jeans,467,1299,8.32,3.8,16
Hubberholme,Men Straight Fit Cotton Jeans,1329,3799,0.65,3.8,16
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
Hubberholme,Men Straight Fit Cotton Jeans,1329,3799,0.65,4.6,5
Louis Philippe Jeans,Men Slim Fit Mid Rise Jeans,3381,3799,0.11,4.6,5
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,3381,3799,0.11,4.6,5
John Pride,Plus Size Men Cotton Jeans,2969,3299,0.1,4.6,18
LINARIA,Mid-Rise Cotton Cargo Jeans,489,1299,8.1,4.6,18
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
Louis Philippe Jeans,Men Slim Fit Low-Rise Jeans,1769,2999,0.41,4,416
RARE RABBIT,Men Light Fade Jeans,3374,4499,0.25,4,416
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,3374,4499,0.25,4,416
HERE&NOW,Men Relaxed Fit Cargo Jeans,1499,3599,21,4.3,167
LINARIA,Men Relaxed Fit Cotton Jeans,470,1299,8.29,4.3,167
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
Royal Enfield,Men Mid-Rise Cotton Jeans,2100,4200,0.5,4,63
LINARIA,Highly Distressed Jeans,419,1299,8.8,4,63
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,63
SPYKAR,Men Skinny Fit Low Rise Jeans,1649,3299,0.5,3.6,7
Pepe Jeans,Men Slim Fit Mid-Rise Jeans,1649,3299,0.5,3.6,7
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
Louis Philippe Jeans,Men Jeans,3311,4799,0.31,4.3,264
Louis Philippe Jeans,Light Fade Cotton Jeans,3311,4799,0.31,4.3,264
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,3311,4799,0.31,4.3,264
LINARIA,Men Slim Fit Jeans,418,1299,8.81,4.3,264
Blackberrys,Men Slim Fit Mid-Rise Jeans,418,1299,8.81,4.3,264
Calvin Klein Jeans,Men Slim Fit Jeans,418,1299,8.81,4.3,264
Lee,Men Cotton Jeans,418,1299,8.81,4.3,264
LINARIA,Men Cotton Skinny Fit Jeans,418,1299,8.81,4.3,264
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
StyleCast,Men Jogger Cotton Jeans,1449,2899,0.5,2.4,112
LINARIA,Men Relaxed Fit Jeans,469,1299,8.3,2.4,112
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,2.4,112
Pepe Jeans,Men Skinny Fit Mid-Rise Jeans,2309,3499,0.34,2.4,112
Louis Philippe Jeans,Slim Fit Mid-Rise Jeans,2309,3499,0.34,2.4,112
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2309,3499,0.34,2.4,112
Blackberrys,Men Slim Fit Low-Rise Jeans,2309,3499,0.34,2.4,112
LINARIA,Men Slim Fit Jeans,420,1299,8.79,2.4,112
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
COMFITS,Men Jeans,380,1299,9.19,3.9,31
SZN,Men Relaxed Fit Mid-Rise Jeans,519,1299,0.6,4.2,6
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,4.2,6
COMFITS,Men Jeans,418,1299,8.81,4.2,6
U.S. Polo Assn. Denim Co.,Men Mid-Rise Jeans,3224,4299,0.25,4.2,6
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
U.S. Polo Assn. Denim Co.,Men Slim Fit Jeans,1399,2799,0.5,4.1,25
U.S. Polo Assn. Denim Co.,Men Tapered Fit Jeans,1399,2799,0.5,4.1,25
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
U.S. Polo Assn. Denim Co.,Men Tapered Fit Jeans,1393,3399,0.59,3.8,16
Louis Philippe Jeans,Men Slim Fit Mid-Rise Jeans,3203,3599,0.11,3.8,16
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
LINARIA,Men Slim Fit Jeans,378,1299,9.21,4.6,5
SHOWOFF,Men Straight Fit Jeans,3319,8298,0.6,4.6,5
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,3319,8298,0.6,4.6,5
SHOWOFF,Men Low-Rise Jeans,3079,7698,0.6,4.6,5
LINARIA,Slim Fit Stretchable Jeans,379,1299,9.2,4.6,5
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
LINARIA,Men Skinny Fit Cotton Jeans,380,1299,9.19,4.2,42
Urbano Plus,Men Relaxed Fit Jeans,1399,2799,0.5,4.4,35
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1399,2799,0.5,4.4,35
Mast & Harbour,Men Relaxed Fit Jeans,1597,3399,0.53,4.4,35
Royal Enfield,Men Heavy Fade Mid-Rise Jeans,1900,3800,0.5,3.5,6
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
Mast & Harbour,Men Regular Fit Mid-Rise Jeans,1409,2999,0.53,4,63
SPYKAR,Men Low-Rise Jeans,2749,4999,0.45,4.2,47
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4.2,47
Iconic,Men Mid-Rise Bootcut Jeans,2999,5999,0.5,4.2,47
Pepe Jeans,Men Slim Fit Jeans,2999,5999,0.5,4.2,47
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
Mast & Harbour,Men Mid-Rise Cotton Jeans,1455,2799,0.48,4.3,264
Pepe Jeans,Men Slim Fit Stretchable Jeans,2999,5999,0.5,4.2,5
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,2999,5999,0.5,4.2,5
United Colors of Benetton,Men Regular Fit Mid-Rise Jeans,2999,5999,0.5,4.2,5
SHOWOFF,Straight Fit Low-Rise Jeans,2999,7498,0.6,4.2,5
Calvin Klein Jeans,Men Slim Fit Jeans,2999,7498,0.6,4.2,5
Pepe Jeans,Men Slim Fit Jeans,2999,5999,0.5,4.2,6
SHOWOFF,Men Straight Fit Jeans,2999,7498,0.6,4.2,6
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
AMERICAN EAGLE OUTFITTERS,Men Slim Fit Jeans,2999,5999,0.5,4.1,8
Levis,Slim Fit Light Fade Jeans,2249,2999,0.25,4.1,8
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.1,8
Flying Machine,Men Slim Fit Cotton Jeans,2309,3499,0.34,4.1,8
United Colors of Benetton,Men Regular Fit Mid-Rise Jeans,2309,3499,0.34,4.1,8
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2309,3499,0.34,4.1,8
Iconic,Men Slim Fit Distressed Jeans,2999,5999,0.5,3.6,5
SHOWOFF,Men Straight Fit Low-Rise Jeans,2999,7498,0.6,3.6,5
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
Louis Philippe Jeans,Men Cotton Heavy Fade Jeans,2966,4299,0.31,3.9,31
Mast & Harbour,Men Jeans,1403,2699,0.48,3.9,31
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31
John Pride,Plus Size Men Jogger Jeans,2969,3299,0.1,3.9,31
Celio,Men Slim Fit High-Rise Jeans,1979,3299,0.4,3.9,31
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
Louis Philippe Jeans,Men Slim Fit Jeans,2966,4299,0.31,4.1,25
AD By Arvind,Men Comfort Slim Fit Jeans,2969,3299,0.1,4.1,25
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
Louis Philippe Jeans,Men Slim Fit Mid-Rise Jeans,2966,4299,0.31,3.8,16
Louis Philippe Jeans,Men Slim Fit Mid-Rise Jeans,2966,4299,0.31,3.8,16
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
RARE RABBIT,Rory Men Cotton Baggy Jeans,3104,4499,0.31,4.6,5
U.S. Polo Assn. Denim Co.,Men Tapered Fit Jeans,2474,3299,0.25,4.6,5
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,2474,3299,0.25,4.6,5
VAN HEUSEN DENIM LABS,Men Mid-Rise Slim Fit Jeans,2449,3499,0.3,4.5,15
Flying Machine,Men Morrison Skinny Fit Jeans,2449,3499,0.3,4.5,15
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
Peter England Casuals,Men Slim Fit Jeans,1623,2799,0.42,4.2,42
SHOWOFF,Men Straight Fit Low-Rise Jeans,2999,7498,0.6,4.2,42
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2999,7498,0.6,4.2,42
Roadster,Men Skinny Fit Jeans,2999,7498,0.6,4.2,42
Louis Philippe Jeans,Men Slim Fit Jeans,2759,3999,0.31,4.2,42
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
Louis Philippe Jeans,Men Mid-Rise Slim Fit Jeans,2759,3999,0.31,4,63
RARE RABBIT,Men Essen Slim Fit Jeans,2749,4999,0.45,4.5,30
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4.5,30
Louis Philippe Jeans,Men Slim Fit Jeans,2759,3999,0.31,4.5,30
U.S. Polo Assn. Denim Co.,Men Slim Fit Mid-Rise Jeans,2774,3699,0.25,4.5,30
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
Louis Philippe Jeans,Men Skinny Fit Jeans,2759,3999,0.31,4.3,264
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,2759,3999,0.31,4.3,264
John Pride,Men Plus Size Mid Rise Jeans,2879,3199,0.1,4.3,264
Louis Philippe Jeans,Men Slim Fit Jeans,2759,3999,0.31,3.9,10
Calvin Klein Jeans,Men Slim Fit Jeans,2759,3999,0.31,3.9,10
Pepe Jeans,Men Slim Fit Jeans,2759,4599,0.4,3.9,10
Pepe Jeans,Men Skinny Fit Low-Rise Jeans,2759,4599,0.4,3.9,10
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
U.S. Polo Assn. Denim Co.,Slim Fit Stretchable Jeans,3224,4299,0.25,4.2,130
U.S. Polo Assn. Denim Co.,Men Slim Fit Jeans,3224,4299,0.25,4.2,130
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130
RARE RABBIT,Men Nikos Regular Fit Jeans,4049,4999,0.19,4.3,30
VAN HEUSEN DENIM LABS,Men Slim Fit Jeans,2744,3049,0.1,4.3,30
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2744,3049,0.1,4.3,30
SHOWOFF,Men Tapered Fit Low-Rise Jeans,2719,6798,0.6,4.3,30
U.S. Polo Assn. Denim Co.,Men Slim Fit Jeans,2719,6798,0.6,4.3,30
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
AWACK,High-Rise Stretchable Jeans,2699,2999,0.1,3.9,31
H&M,Baggy Jeans,2699,2999,0.1,3.9,31
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31
SHOWOFF,Men Straight Fit Low-Rise Jeans,2719,6798,0.6,3.9,31
SHOWOFF,Men Mid-Rise Jeans,2919,7298,0.6,3.9,31
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
Celio,Men Relaxed Fit Jeans,3149,4499,0.3,4.1,25
RARE RABBIT,Men Slim Fit Cotton Jeans,2699,5399,0.5,4.1,29
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
AMERICAN EAGLE OUTFITTERS,Men Skinny Fit Mid-Rise Jeans,2999,5999,0.5,3.8,16
Allen Solly Sport,Men Relaxed Fit Mid-Rise Jeans,2699,4499,0.4,3.2,10
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
Pepe Jeans,Men Slim Fit Jeans,2759,4599,0.4,3.7,124
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
Louis Philippe Jeans,Men Light Fade Cotton Jeans,2621,3799,0.31,4.6,5
United Colors of Benetton,Men Skinny Fit Jeans,2624,3499,0.25,3.8,40
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,2624,3499,0.25,3.8,40
Pepe Jeans,Men Slim Fit Mid-Rise Jeans,2624,3499,0.25,3.8,40
AMERICAN EAGLE OUTFITTERS,Men Skinny Fit Jeans,2069,4599,0.55,4.1,12
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
Being Human,Men Jeans,2149,4299,0.5,4.5,6
U.S. Polo Assn. Denim Co.,Men Cotton Tapered Fit Jeans,2552,3699,0.31,2.6,5
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2552,3699,0.31,2.6,5
Roadster,Men Straight Fit Jeans,2552,3699,0.31,2.6,5
U.S. Polo Assn. Denim Co.,Men Tapered Fit Mid-Rise Jeans,2999,3999,0.25,2.6,5
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
RARE RABBIT,Men Cosmog Slim Fit Jeans,2869,3499,0.18,4.5,37
AD By Arvind,Men Slim Fit Mid-Rise Jeans,2699,2999,0.1,4.5,37
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4.5,37
AMERICAN EAGLE OUTFITTERS,Men Straight Fit Jeans,2249,2999,0.25,4.5,37
U.S. Polo Assn. Denim Co.,Men Stretchable  Jeans,2243,3299,0.32,4.3,32
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
AMERICAN EAGLE OUTFITTERS,Men Slim Fit Ripped Jeans,2759,4599,0.4,4.2,89
Allen Solly Sport,Men Slim Fit Low-Rise Jeans,2439,3999,0.39,3.9,15
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,2439,3999,0.39,3.9,15
SPYKAR,Men Slim Fit Jeans,1999,4999,0.6,3.4,17
Pepe Jeans,Men Slim Fit Jeans,2499,4999,0.5,4.6,25
Calvin Klein Jeans,Men Slim Fit Jeans,2499,4999,0.5,4.6,25
THE BEAR HOUSE,Men Skinny Fit Jeans,2499,4999,0.5,4.6,25
SPYKAR,Men Cotton Relaxed Fit Jeans,2499,4999,0.5,4.6,25
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
THE BEAR HOUSE,Men's Solid Relaxed Fit Jeans,1275,2199,0.42,4.2,130
VAN HEUSEN DENIM LABS,Men Regular Fit Mid-Rise Jeans,2519,2799,0.1,4.2,130
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130
VAN HEUSEN DENIM LABS,Men Mid-Rise Jeans,2519,2799,0.1,4.2,130
THE BEAR HOUSE,Men Slim Fit Mid-Rise Jeans,2519,2799,0.1,4.2,130
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2519,2799,0.1,4.2,130
Levis,Men Slim Fit Jeans,1800,3999,0.54,3.3,17
SHOWOFF,Men Straight Fit Jeans,2719,6798,0.6,3.3,17
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
Pepe Jeans,Men Slim Fit Jeans,2200,5499,0.59,4,43
AWACK,Regular Fit High-Rise Jeans,2489,2999,0.17,4,43
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,4,43
SPYKAR,Mildly Distressed Jeans,2499,4999,0.5,4,43
Pepe Jeans,Men Slim Fit Jeans,2499,4999,0.5,4,43
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
Pepe Jeans,Men Slim Fit Stretchable Jeans,2120,5299,0.59,4.4,27
THE BEAR HOUSE,Men Mid-Rise Stretchable Jeans,2120,5299,0.59,4.4,27
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
Louis Philippe Jeans,Men Slim Fit Jeans,2483,3599,0.31,3.8,16
Pepe Jeans,Men Slim Fit Jeans,2749,5499,0.5,3.8,16
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
Louis Philippe Jeans,Men Mid-Rise Slim Fit Jeans,2414,3499,0.31,4.6,5
StyleCast x Revolte,Mid-Rise Wide Leg Jeans,2399,4799,0.5,2.8,8
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,2399,4799,0.5,2.8,8
Being Human,Men Jeans,1999,3999,0.5,2.8,8
Louis Philippe Jeans,Men Slim Fit Pure Cotton Jeans,2414,3499,0.31,2.8,8
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
Peter England Casuals,Men Slim Fit Mid-Rise Jeans,1623,2799,0.42,4.2,42
Allen Solly Sport,Men Slim Fit Mid-Rise Jeans,2399,3999,0.4,4.4,9
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2399,3999,0.4,4.4,9
Pepe Jeans,Men Slim Fit Jeans,2399,3999,0.4,4.4,9
Allen Solly Sport,Men Slim Fit Jeans,2399,3999,0.4,4.7,7
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
Pepe Jeans,Men Slim Fit Jeans,2399,5999,0.6,4,25
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,25
U.S. Polo Assn. Denim Co.,Men Mid-Rise Slim Fit Jeans,1829,2999,0.39,4,25
RARE RABBIT,Men Comfort Mid-Rise Jeans,2839,3999,0.29,4.7,13
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
U.S. Polo Assn. Denim Co.,Men Slim Fit Jeans,1478,2899,0.49,4.3,264
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1478,2899,0.49,4.3,264
JADE BLUE,Men Relaxed Fit Fade Jeans,2379,3399,0.3,3.6,5
EVERBLUE,Men Comfort Fit Mid-Rise Jeans,2349,2599,2.5,3.6,5
Calvin Klein Jeans,Men Slim Fit Jeans,2349,2599,2.5,3.6,5
U.S. Polo Assn. Denim Co.,Men Skinny Fit Jeans,2349,2599,2.5,3.6,5
AMERICAN EAGLE OUTFITTERS,Men Skinny Stretchable Jeans,2364,4299,0.45,3.6,5
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
EVERBLUE,Men Comfort Fit Mid-Rise Jeans,2349,2599,2.5,4.2,130
RARE RABBIT,Men Poke Regular Fit Trouser,2904,3499,0.17,4.6,69
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.6,69
SHOWOFF,Men Wide Leg Low-Rise Jeans,2359,5898,0.6,4.6,69
Louis Philippe Jeans,Men Slim Fit Jeans,2359,3999,0.41,4.6,69
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2359,3999,0.41,4.6,69
Celio,Men Slim Fit Cotton Jeans,2399,5999,0.6,4.6,69
U.S. Polo Assn. Denim Co.,Men Skinny Fit Mid-Rise Jeans,2774,3699,0.25,4.6,69
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
RARE RABBIT,Men Slim Fit Stretchable Jeans,2915,5399,0.46,4.1,59
Louis Philippe Jeans,Men Slim Fit Jeans,2359,3999,0.41,4.1,59
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,4.1,59
THE BEETEL HOUSE,Loose Fit Denim Baggy Jeans,599,2999,24,4.1,59
AD By Arvind,Men Slim Fit Jeans,2309,3299,0.3,4.1,59
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
John Pride,Plus Size Men Mid-Rise Jeans,2429,2699,0.1,4.1,25
THREE DAYS,Men Regular Fit Mid-Rise Jeans,2307,3550,0.35,4.1,25
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
THE BEETEL HOUSE,Men Baggy Mid-Rise Jeans,599,2999,24,3.8,16
Pepe Jeans,Skinny Fit Light Fade  Jeans,2299,4599,0.5,4.1,7
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
Espanshe,10 Pocket Cargo Jeans Jeans,2374,3124,0.24,3.7,124
WROGN,Men Pure Cotton Loose Jeans,1455,2599,0.44,4,52
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
Louis Philippe Jeans,Men Slim Fit Jeans,2276,3299,0.31,4.6,5
Flying Machine,Skinny Fit  Stretchable Jeans,2134,3499,0.39,4.6,5
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,2134,3499,0.39,4.6,5
Louis Philippe Jeans,Men Mid-Rise Light Fade Jeans,2276,3299,0.31,4.6,5
Mufti,Men Straight Fit Jeans,2253,4599,0.51,4.6,5
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
COSMIC,Men Jeans,569,1899,0.7,4.2,42
Wrangler,Men Slim Fit Low-Rise Jeans,2249,4499,0.5,4.2,42
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2249,4499,0.5,4.2,42
U.S. Polo Assn. Denim Co.,Men Tapered Fit Jeans,2239,3499,0.36,4.2,28
Pepe Jeans,Men Vapour Tapered Fit Jeans,2249,4499,0.5,3.4,16
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
Louis Philippe Jeans,Men Slim Fit Mid-Rise Jeans,2241,3799,0.41,4.2,5
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4.2,5
U.S. Polo Assn. Denim Co.,Men Slim Fit High-Rise Jeans,2071,2799,0.26,4.5,6
V-Mart,Men Jeans,581,599,0.03,4.5,6
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
Moda Rapido,Men Jogger Mid-Rise Jeans,569,1499,9.3,4.3,264
RARE RABBIT,Men Trika Regular Fit Jeans,3559,3999,0.11,4.2,85
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,3559,3999,0.11,4.2,85
U.S. Polo Assn. Denim Co.,Men Skinny Fit Mid-Rise Jeans,2624,3499,0.25,4.2,85
FREAKINS,Men Straight Fit Jeans,2199,7099,49,4.2,85
Calvin Klein Jeans,Men Slim Fit Jeans,2199,7099,49,4.2,85
SPYKAR,Men Relaxed Fit Jeans,2199,5499,0.6,4.2,85
ANGERHOOD,Men Baggy Mid-Rise Jeans,499,2999,25,4.2,85
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
SPYKAR,Men Slim Fit Stretchable Jeans,3024,5499,0.45,2.4,7
THE BEETEL HOUSE,Men Mid-RiseDenim  Jeans,599,2999,24,2.4,7
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,2.4,7
GAP,Men Slim Fit Mid-Rise Jeans,2199,3999,0.45,2.4,7
SPYKAR,Men Skinny Fit Low-Rise Jeans,2199,5499,0.6,2.4,7
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2199,5499,0.6,2.4,7
Pepe Jeans,Men Skinny Fit Jeans,2199,5499,0.6,4.3,9
Moda Rapido,Men Regular Fit Mid-Rise Jeans,506,1299,0.61,4.3,9
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
FUGAZEE,Men Straight Fit Jeans,2199,3999,0.45,3.6,11
glitchez,Men slim Fit Jeans,495,1599,0.69,4.1,31
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,4.1,31
Lee,Men Mid-Rise Slim Fit Jeans,2199,4399,0.5,4.1,31
Flying Machine,Men Tapered Fit Mid Rise Jeans,3239,4499,0.28,4.3,13
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
HERE&NOW,Men Jeans,2020,4299,0.53,4.1,25
StyleCast x Revolte,Men Light Fade Straight Jeans,2183,4549,0.52,4.1,25
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
Louis Philippe Jeans,Men Regular Fit Jeans,2276,3299,0.31,3.8,16
HERE&NOW,Men Jeans,1926,4099,0.53,3.8,16
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
Arrow New York,Men Jeans,2799,3999,0.3,3.7,124
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
Pepe Jeans,Men Gymindigo Skinny Fit Jeans,2063,4299,0.52,4.1,9
ANGERHOOD,Men Relaxed Fit Mid-Rise Jeans,545,2999,24.54,4.1,9
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,545,2999,24.54,4.1,9
Flying Machine,Men Stretchable Jeans,1800,3999,0.54,4.3,25
